Post,Sentiment,Breakup_Label,Upvotes,Downvotes,Comment_Count
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,176,74,160
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,73,2,182
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,48,36,97
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,411,81,89
"I feel like we're drifting apart, should I end things?",0.0,1,361,1,123
"Things aren't perfect, but I'm willing to fix it.",0.625,0,326,44,25
"I love him, and we are just going through a rough patch.",0.2,0,465,86,100
"I love him, and we are just going through a rough patch.",0.2,0,79,100,21
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,282,18,194
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,409,51,128
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,181,53,82
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,67,53,97
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,400,12,119
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,29,39,105
"I feel like we're drifting apart, should I end things?",0.0,1,224,35,103
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,308,56,128
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,486,30,42
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,290,9,122
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,371,53,104
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,175,89,49
"I feel like we're drifting apart, should I end things?",0.0,1,425,3,160
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,220,31,119
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,316,8,74
"I feel like we're drifting apart, should I end things?",0.0,1,263,48,70
"I feel like we're drifting apart, should I end things?",0.0,1,456,3,58
"We had a disagreement, but I think we'll work things out.",0.0,0,316,34,124
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,459,46,51
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,478,16,58
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,244,30,94
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,468,100,117
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,350,85,4
"We had a disagreement, but I think we'll work things out.",0.0,0,429,97,150
"I feel like we're drifting apart, should I end things?",0.0,1,337,83,118
"I don't trust him anymore, I think the relationship is over.",0.0,1,80,88,0
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,199,40,150
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,408,0,102
"Things aren't perfect, but I'm willing to fix it.",0.625,0,28,23,90
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,216,19,39
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,461,16,31
"We had a disagreement, but I think we'll work things out.",0.0,0,466,16,18
"I love him, and we are just going through a rough patch.",0.2,0,112,69,186
"We had a disagreement, but I think we'll work things out.",0.0,0,17,37,161
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,189,12,168
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,0,0,0
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,120,77,188
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,497,26,149
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,434,5,135
"We had a disagreement, but I think we'll work things out.",0.0,0,371,51,5
"I love him, and we are just going through a rough patch.",0.2,0,154,77,101
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,136,63,112
"Things aren't perfect, but I'm willing to fix it.",0.625,0,184,79,33
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,152,3,159
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,397,24,9
"We had a disagreement, but I think we'll work things out.",0.0,0,138,20,61
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,64,11,198
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,440,53,147
"I love him, and we are just going through a rough patch.",0.2,0,277,50,156
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,468,80,15
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,306,3,147
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,102,27,90
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,321,55,52
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,55,36,183
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,465,51,11
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,55,2,150
"I don't trust him anymore, I think the relationship is over.",0.0,1,208,33,174
"We had a disagreement, but I think we'll work things out.",0.0,0,73,58,180
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,99,69,97
"We had a disagreement, but I think we'll work things out.",0.0,0,256,56,33
"I feel like we're drifting apart, should I end things?",0.0,1,162,20,24
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,84,34,31
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,4,98,76
"I feel like we're drifting apart, should I end things?",0.0,1,291,47,80
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,443,94,200
"I feel like we're drifting apart, should I end things?",0.0,1,18,43,68
"I know we had a fight, but we'll get through it together.",0.0,0,376,13,193
"I know we had a fight, but we'll get through it together.",0.0,0,460,2,39
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,93,45,188
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,284,18,101
"Things aren't perfect, but I'm willing to fix it.",0.625,0,52,17,60
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,147,30,156
"We had a disagreement, but I think we'll work things out.",0.0,0,21,67,156
"I know we had a fight, but we'll get through it together.",0.0,0,165,52,8
"We had a disagreement, but I think we'll work things out.",0.0,0,480,76,101
"I know we had a fight, but we'll get through it together.",0.0,0,51,88,144
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,310,75,22
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,41,67,77
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,96,68,133
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,21,78,0
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,473,57,4
"I don't trust him anymore, I think the relationship is over.",0.0,1,6,10,77
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,158,45,63
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,476,1,188
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,356,57,192
"I know we had a fight, but we'll get through it together.",0.0,0,332,29,184
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,484,85,108
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,308,7,117
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,344,1,13
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,299,8,200
"I love him, and we are just going through a rough patch.",0.2,0,317,26,92
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,379,20,4
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,382,6,129
"I feel like we're drifting apart, should I end things?",0.0,1,104,90,42
"She cheated, and I don't know if I can forgive her. I think it's time to move on.",0.0,1,125,61,197
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,490,51,81
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,144,15,101
"I don't trust him anymore, I think the relationship is over.",0.0,1,25,81,9
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,434,1,61
"Things aren't perfect, but I'm willing to fix it.",0.625,0,249,64,19
"I feel like we're drifting apart, should I end things?",0.0,1,114,0,151
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,427,56,17
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,314,99,190
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,413,30,174
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,490,9,124
"Things aren't perfect, but I'm willing to fix it.",0.625,0,174,0,60
"We haven't talked in days, and I feel like I should break up with her.",0.0,1,270,55,69
"I don't trust him anymore, I think the relationship is over.",0.0,1,114,43,192
"He's always so distant, I feel like I'm pushing for a breakup.",-0.1,1,22,97,101
"I don't trust him anymore, I think the relationship is over.",0.0,1,226,53,171
"We had a disagreement, but I think we'll work things out.",0.0,0,167,7,82
"I know we had a fight, but we'll get through it together.",0.0,0,490,5,188
"Things aren't perfect, but I'm willing to fix it.",0.625,0,137,47,44
"Our relationship has its ups and downs, but we are happy overall.",0.4,0,264,99,128
"We had a disagreement, but I think we'll work things out.",0.0,0,192,47,144
"I feel like we're drifting apart, should I end things?",0.0,1,399,69,175
"We had a disagreement, but I think we'll work things out.",0.0,0,52,29,64
"I feel like we're drifting apart, should I end things?",0.0,1,491,47,136
"I don't trust him anymore, I think the relationship is over.",0.0,1,133,3,84
"I don't feel happy in this relationship anymore, maybe it's time to leave.",0.8,1,464,30,132
"I don't trust him anymore, I think the relationship is over.",0.0,1,486,40,40
"We’ve been through tough times before, and we’ll overcome this too.",-0.3888888888888889,0,110,13,104
"I feel like I need some space, but I'm not thinking about breaking up.",0.0,0,318,69,1
"Every argument we have seems worse than the last, I don't think I can do this anymore.",-0.2,1,123,70,181
"We had a disagreement, but I think we'll work things out.",0.0,0,205,51,9
